user,time,appDisplayName_score,clientAppUsed_score,deviceDetailbrowser_score,deviceDetaildisplayName_score,deviceDetailoperatingSystem_score,statusfailureReason_score,appincrement_score,locincrement_score,logcount_score,anomalyScore
acole@domain.com,2022-08-30T15:20:43.814030Z,0.29151645,0.14558578,0.8366494,0.8265126,0.9925483,0.065600425,0.8401394,0.22809103,0.805467,0.55912334
acole@domain.com,2022-08-30T16:34:06.838790Z,0.11129891,0.47642162,0.9607024,0.37621385,0.7855155,0.53207564,0.8597919,0.24232087,0.7686143,0.5681061
acole@domain.com,2022-08-30T17:14:31.544111Z,1.4023583,0.41449168,0.91790146,0.20144184,0.71036637,0.38071415,0.5306671,0.22340876,0.6477082,0.6032286
acole@domain.com,2022-08-30T18:46:56.278903Z,0.1460134,0.3823476,0.71517235,0.1574398,0.6736909,0.3456332,0.07391127,0.30326468,0.393452,0.35454723
acole@domain.com,2022-08-30T19:18:43.202794Z,0.7570904,0.46335667,1.1875288,0.3027141,0.69400764,2.6117158,0.79954076,0.2029985,0.12975954,0.79430133
acole@domain.com,2022-08-30T22:59:09.699114Z,0.015577105,0.36208105,0.8509077,0.08533804,0.59571004,0.3386071,0.8672921,0.2588691,0.24339353,0.40197507
acole@domain.com,2022-08-30T23:58:05.655378Z,0.31354252,0.14756145,0.8438354,0.73257303,1.0103121,0.019685766,0.82049716,0.26910597,0.77896935,0.5484536
cfernandez@domain.com,2022-08-30T05:42:19.940470Z,0.35507327,0.27683225,0.23733516,0.9810867,0.48558518,0.8435778,4.5062375,5.168072,0.14439993,1.4442444
cfernandez@domain.com,2022-08-30T09:50:54.240211Z,0.55511147,0.24068975,0.9919642,1.435877,0.79175794,0.32882896,1.4654372,4.3550215,0.93668014,1.2334853
cfernandez@domain.com,2022-08-30T14:14:45.335986Z,1.0353491,0.31714714,0.8391921,1.1772795,0.51802397,0.2118251,1.0057678,4.9785585,0.90471584,1.2208732
cfernandez@domain.com,2022-08-30T16:30:48.935701Z,0.37504452,0.23308142,0.57792056,1.0207801,0.48429972,0.23162831,1.4076644,6.0807805,0.40064752,1.2013165
cfernandez@domain.com,2022-08-30T18:59:25.093779Z,0.3503808,0.27726158,0.2409707,0.9754061,0.48452532,0.83593285,2.0364556,6.07169,0.15803781,1.2700735
jtaylor@domain.com,2022-08-30T02:36:40.071855Z,0.9492753,1.2002785,1.3391786,0.3148375,0.73985744,0.4950334,1.1553761,0.31630653,0.72227114,0.80360156
jtaylor@domain.com,2022-08-30T03:20:33.849847Z,0.44998974,0.9009129,1.1315949,0.2557833,0.6267003,2.8499184,0.2502845,0.23180206,0.19882949,0.76620173
jtaylor@domain.com,2022-08-30T05:15:52.549150Z,0.45421898,1.0791858,1.1873382,0.25396425,0.6655671,0.40913242,0.43987828,0.33683223,0.20774336,0.5593179
jtaylor@domain.com,2022-08-30T08:59:44.789583Z,0.80898315,0.8399535,0.67776936,0.23655814,1.4394716,0.38144556,0.7966018,0.15232542,0.52830154,0.6512678
jtaylor@domain.com,2022-08-30T10:25:51.179142Z,0.34590098,1.5405871,1.1165117,4.69581,0.33013704,2.36226,0.9506347,0.2643912,0.7713257,1.3752842
jtaylor@domain.com,2022-08-30T14:13:16.577078Z,0.3412746,0.62595546,1.4356627,0.16951455,1.7533497,0.28243315,0.8351096,1.1004393,0.8632302,0.8229966
jtaylor@domain.com,2022-08-30T15:56:32.378033Z,0.06268645,1.0154833,1.0775965,0.18803255,0.58652663,0.3085468,0.47338003,1.116936,0.8048188,0.6260008
jtaylor@domain.com,2022-08-30T20:57:14.863182Z,0.663561,1.0766168,1.1244682,0.23434313,0.63380533,0.36417872,0.16570419,1.1219741,0.60787946,0.66583675
jtaylor@domain.com,2022-08-30T22:34:10.261175Z,0.97199816,0.60954434,0.7989169,0.17280453,1.7586538,0.32203215,0.92966175,1.1221837,0.29242092,0.77535737
jtaylor@domain.com,2022-08-30T22:44:48.710767Z,0.42661795,0.909878,0.35711324,0.24615408,0.6649221,0.41430965,2.0340235,1.1171179,0.1082633,0.69759995
jtaylor@domain.com,2022-08-30T23:30:09.438791Z,1.6067022,0.8414704,0.20777915,0.18884826,0.5947386,0.35020953,3.4556303,1.1194215,0.764314,1.014346
ksheppard@domain.com,2022-08-30T07:42:51.611461Z,0.65768117,0.025636477,0.32683682,1.0209327,0.42927635,0.11475887,1.205609,2.7954922,0.9666994,0.8381026
ksheppard@domain.com,2022-08-30T12:38:26.843865Z,0.8762417,0.18628159,0.36467576,0.93364835,0.37609032,0.10327828,1.3032218,3.7827022,0.933261,0.98437786
ksheppard@domain.com,2022-08-30T13:39:54.428856Z,0.9940052,0.29914355,0.91429514,1.9478033,0.36206082,0.35911262,1.793726,5.3002276,0.48202053,1.3835995
ksheppard@domain.com,2022-08-30T14:55:57.948446Z,0.8931335,0.29589176,0.48415858,1.2205364,0.5083467,0.0015439844,0.1402395,4.5298176,0.9354651,1.0010147
ksheppard@domain.com,2022-08-30T15:20:16.840190Z,0.4728194,0.02466342,0.37889892,0.95254254,0.42200443,0.07616038,0.038693566,4.802334,0.8587382,0.8918727
ksheppard@domain.com,2022-08-30T16:23:25.738539Z,0.89272636,0.2959826,0.48489293,1.2205697,0.50822073,0.001383621,0.1728124,4.8515596,0.9453483,1.0414997
ksheppard@domain.com,2022-08-30T19:43:48.150617Z,0.65272266,0.02367371,0.33492994,1.021927,0.42495105,0.11078754,0.42958608,3.670149,0.9559615,0.8471877
ksheppard@domain.com,2022-08-30T19:45:36.346711Z,2.3362963,0.018954111,0.3641118,0.9837966,0.43779162,0.18240447,0.6775253,4.1414404,0.94242436,1.1205271
ksheppard@domain.com,2022-08-30T23:03:40.517836Z,1.0003308,0.30087915,0.9204958,1.9580493,0.37099126,0.3592066,0.23772565,6.253112,0.6332845,1.3371195
jwatson@domain.com,2022-08-30T01:33:19.492330Z,0.94552326,0.301275,0.036193617,1.1870866,0.5151653,0.24036668,1.2152884,2.9296978,0.927482,0.92200875
jwatson@domain.com,2022-08-30T02:02:50.924681Z,0.9456427,0.3013254,0.03671952,1.1872112,0.51516914,0.24035649,1.2585785,2.9680345,0.90074605,0.92819816
jwatson@domain.com,2022-08-30T12:42:29.149455Z,1.2265524,0.17921212,0.031905834,0.9680112,0.47106022,0.121629685,3.7312946,5.9957957,0.24755843,1.4414468
jwatson@domain.com,2022-08-30T15:05:34.766585Z,2.2995303,0.07813137,1.1440938,1.609644,3.0116944,0.3433982,1.3067199,2.9539673,0.91077644,1.5175508
jwatson@domain.com,2022-08-30T18:39:54.305210Z,0.5815712,3.517128,0.37830105,0.77843434,3.294491,0.34131855,1.5701199,4.7185855,0.5470657,1.7474461
jmeyers@domain.com,2022-08-30T03:46:30.469629Z,0.9991854,0.2982149,0.92298836,2.7217548,0.37016666,0.35925797,5.553474,6.2180963,0.33718237,1.9755911
jmeyers@domain.com,2022-08-30T06:26:00.911938Z,0.010507467,0.2797883,0.66625655,1.5042316,0.50329345,0.24314241,2.5628996,5.5204463,0.646095,1.3262956
jmeyers@domain.com,2022-08-30T06:53:19.732392Z,0.8460117,0.16468559,0.48858517,1.2581992,0.41604146,2.749349,2.7882996,6.3509793,0.16202073,1.6915746
tproctor@domain.com,2022-08-30T04:41:31.862683Z,0.36069605,0.101518705,0.009879515,0.82928294,0.454311,0.24013117,2.0400972,3.4417443,0.9406517,0.935368
tproctor@domain.com,2022-08-30T19:11:59.216436Z,0.69193697,0.1313289,0.024710678,0.76123327,0.4677361,0.2531079,0.28074592,3.071891,0.94302666,0.7361908
jgonzalez@domain.com,2022-08-30T08:20:52.257591Z,0.016631087,0.24305934,2.4016345,1.0902106,0.4848112,0.16417277,2.599391,4.2253513,0.87990797,1.3450189
jgonzalez@domain.com,2022-08-30T08:20:57.264733Z,1.104347,0.22403859,1.242433,1.0917685,0.4092228,5.4793177,6.272584,9.156347,1.9588779,2.993215
jgonzalez@domain.com,2022-08-30T11:59:17.537749Z,0.082658306,0.25651684,1.3830823,1.0552667,0.48776916,0.052031014,2.5353618,5.358564,0.67022336,1.3201637
jgonzalez@domain.com,2022-08-30T19:07:45.036975Z,0.9450991,0.016589006,1.2603525,1.0280589,0.40491435,0.071776144,1.192035,5.1621485,0.82450366,1.2117198
nblack@domain.com,2022-08-30T08:52:11.722522Z,0.57181203,3.3642302,0.3560118,0.7726621,3.3491852,0.34079403,3.3297844,4.906944,0.7135935,1.9672241
vramirez@domain.com,2022-08-30T14:15:07.847372Z,1.7261347,0.08016136,1.3411207,0.77425605,4.141758,0.31687576,4.5350237,5.7650332,0.08125997,2.0846248
vramirez@domain.com,2022-08-30T15:29:51.179456Z,0.7663304,0.23650661,1.7702562,1.219543,0.4910048,0.22942753,1.2586064,3.1166475,0.9364567,1.1138643
